PassengerId,Cabin,Age,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,Transported,HomePlanet_Earth,HomePlanet_Europa,HomePlanet_Mars,CryoSleep_False,CryoSleep_True,Destination_55 Cancri e,Destination_PSO J318.5-22,Destination_TRAPPIST-1e,VIP_False,VIP_True
1136_01,G/175/S,32.0,0.0,1755.0,0.0,0.0,67.0,Dessie Bowenasey,1,1,0,0,1,0,0,0,1,1,0
1140_01,B/46/S,53.0,0.0,143.0,1632.0,3.0,756.0,Scelava Sofraten,1,0,1,0,1,0,0,0,1,1,0
1140_02,B/46/S,34.0,0.0,0.0,0.0,0.0,0.0,Mergas Sofraten,1,0,1,0,0,1,0,0,1,1,0
1140_03,B/46/S,42.0,0.0,0.0,0.0,0.0,0.0,Wasaleh Sofraten,1,0,1,0,0,1,1,0,0,1,0
1141_01,G/176/S,19.0,0.0,0.0,0.0,0.0,0.0,Kerrie Simstravery,1,1,0,0,0,1,0,0,1,1,0
1142_01,G/173/P,54.0,0.0,0.0,0.0,0.0,908.0,Evaned Pugherman,1,1,0,0,1,0,0,0,1,1,0
1144_01,G/177/S,12.0,0.0,0.0,0.0,0.0,0.0,Molley Barnolderg,1,1,0,0,1,0,0,0,1,1,0
1144_02,F/217/S,35.0,482.0,0.0,884.0,0.0,30.0,Carlie Barnolderg,0,1,0,0,1,0,0,0,1,1,0
1144_03,G/177/S,55.0,412.0,97.0,3.0,0.0,0.0,Landa Barnolderg,0,1,0,0,1,0,0,0,1,1,0
1146_01,F/232/P,26.0,620.0,0.0,187.0,0.0,1304.0,Dianie Roses,0,1,0,0,1,0,1,0,0,1,0
1147_01,B/42/P,49.0,0.0,0.0,0.0,0.0,0.0,Solam Semageary,1,0,1,0,0,1,0,0,1,1,0
1148_01,C/42/P,22.0,0.0,0.0,0.0,0.0,0.0,Bosonon Clugete,1,0,1,0,0,1,1,0,0,1,0
1148_02,C/42/P,24.0,0.0,122.0,2138.0,7368.0,1213.0,Axinon Clugete,0,0,1,0,1,0,1,0,0,1,0
1148_03,C/42/P,30.0,0.0,5225.0,0.0,8.0,1933.0,Caia Clugete,0,0,1,0,1,0,0,0,1,1,0
1148_04,,39.0,0.0,5212.0,2.0,118.0,61.0,Azet Clugete,1,0,1,0,1,0,1,0,0,1,0
1148_05,C/42/P,14.0,0.0,0.0,0.0,0.0,0.0,Halleth Clugete,1,0,1,0,0,1,0,0,1,1,0
1148_06,C/42/P,29.0,0.0,0.0,0.0,0.0,0.0,Batares Clugete,1,0,1,0,0,1,0,0,1,1,0
1148_07,C/42/P,34.0,2386.0,841.0,76.0,26.0,1693.0,Edaron Clugete,0,0,1,0,1,0,1,0,0,1,0
1149_01,G/178/S,8.0,0.0,0.0,0.0,0.0,0.0,Lyne Logannon,1,1,0,0,1,0,1,0,0,1,0
1149_02,G/178/S,7.0,0.0,0.0,0.0,0.0,0.0,Paulie Quinnerettt,0,1,0,0,1,0,0,0,1,1,0
1149_03,G/178/S,3.0,0.0,0.0,0.0,0.0,0.0,Sonnie Quinnerettt,0,1,0,0,0,1,0,0,1,1,0
1149_04,G/178/S,0.0,0.0,0.0,0.0,0.0,0.0,Chadie Vaught,0,1,0,0,1,0,0,0,1,1,0
1149_05,G/178/S,10.0,0.0,0.0,0.0,0.0,0.0,Karie Quinnerettt,0,1,0,0,1,0,1,0,0,1,0
1150_01,G/179/S,16.0,0.0,0.0,0.0,0.0,0.0,Dona Brookes,0,1,0,0,0,1,1,0,0,1,0
1152_01,F/218/S,41.0,29.0,0.0,1095.0,0.0,4.0,Gral Coflé,0,0,0,1,1,0,0,0,1,1,0
1153_01,G/174/P,18.0,0.0,0.0,0.0,0.0,0.0,Alfrey Corman,1,1,0,0,0,1,0,0,1,1,0
1154_01,B/43/P,25.0,0.0,0.0,0.0,0.0,0.0,Celeb Ingascomet,1,0,1,0,0,1,0,0,1,1,0
1154_02,B/43/P,32.0,0.0,0.0,0.0,0.0,0.0,Bahyon Ingascomet,1,0,1,0,0,1,0,0,1,1,0
1154_03,B/43/P,26.0,0.0,0.0,0.0,0.0,0.0,Cella Ingascomet,1,0,1,0,0,1,1,0,0,1,0
1155_01,F/233/P,26.0,131.0,799.0,0.0,0.0,16.0,,0,1,0,0,1,0,0,0,1,1,0
1155_02,G/175/P,18.0,0.0,0.0,0.0,0.0,0.0,Jayne Hessey,1,1,0,0,0,1,0,0,1,1,0
1156_01,B/47/S,27.0,0.0,2987.0,2.0,3072.0,67.0,Sterfik Motter,0,0,1,0,1,0,0,0,1,1,0
1156_02,B/47/S,26.0,0.0,0.0,0.0,0.0,0.0,Kocha Motter,1,0,1,0,0,1,0,0,1,1,0
1161_01,B/48/S,28.0,0.0,11330.0,72.0,43.0,461.0,Zanino Anderking,1,0,1,0,1,0,1,0,0,1,0
1161_02,B/48/S,19.0,0.0,1291.0,0.0,16139.0,687.0,Mirfark Anderking,0,0,1,0,1,0,1,0,0,1,0
1162_01,C/45/S,31.0,0.0,1847.0,0.0,103.0,694.0,Menchah Radisiouss,1,0,1,0,1,0,0,0,1,1,0
1163_01,F/235/P,35.0,0.0,1328.0,5.0,0.0,7.0,,1,1,0,0,1,0,1,0,0,1,0
1165_01,B/44/P,46.0,0.0,7201.0,0.0,32.0,2587.0,Azhah Heermy,0,0,1,0,1,0,1,0,0,1,0
1165_02,B/44/P,37.0,636.0,333.0,0.0,205.0,67.0,Kumark Heermy,0,0,1,0,1,0,0,0,1,1,0
1165_03,B/44/P,29.0,0.0,0.0,0.0,0.0,0.0,Nusakab Waring,1,0,1,0,0,1,0,0,1,1,0
1165_04,B/44/P,17.0,0.0,0.0,0.0,0.0,0.0,Okulas Waring,1,0,1,0,0,1,0,0,1,1,0
1166_01,C/43/P,30.0,0.0,3564.0,926.0,1.0,1920.0,Wasath Shoeweely,0,0,1,0,1,0,1,0,0,1,0
1167_01,F/236/P,28.0,0.0,0.0,0.0,0.0,0.0,Sugbix Terry,1,0,0,1,0,1,0,0,1,1,0
1168_01,E/69/P,16.0,0.0,58.0,12.0,68.0,653.0,Brancy Hughriend,0,1,0,0,1,0,0,0,1,1,0
1169_01,F/221/S,40.0,2357.0,0.0,9.0,0.0,0.0,Tifet Sin,0,0,0,1,1,0,0,0,1,1,0
1170_01,E/83/S,23.0,0.0,0.0,279.0,0.0,512.0,Samie Mcneiley,0,1,0,0,1,0,0,0,1,1,0
1173_01,G/182/S,24.0,96.0,592.0,12.0,0.0,0.0,Ryany Gallandez,1,1,0,0,1,0,0,1,0,1,0
1174_01,G/176/P,36.0,0.0,0.0,0.0,0.0,0.0,Janita Lessonerry,1,1,0,0,0,1,0,0,1,1,0
1175_01,F/223/S,34.0,0.0,0.0,0.0,0.0,0.0,Ers Brin,1,0,0,1,0,1,0,0,1,1,0
1177_01,C/44/P,59.0,0.0,0.0,0.0,0.0,0.0,Kaffias Wasterivel,1,0,1,0,0,1,0,0,1,1,0
1178_01,F/224/S,20.0,0.0,0.0,600.0,0.0,0.0,Walla Summington,0,1,0,0,1,0,0,0,1,1,0
1179_01,B/49/S,15.0,0.0,0.0,0.0,0.0,0.0,Kleeiak Dischod,1,0,1,0,0,1,0,0,1,1,0
1180_01,F/225/S,19.0,0.0,0.0,957.0,4.0,0.0,Reneen Irwines,0,1,0,0,1,0,0,0,1,1,0
1182_01,F/237/P,64.0,0.0,0.0,0.0,0.0,0.0,Mits Pota,1,0,0,1,0,1,1,0,0,1,0
1182_02,E/70/P,24.0,2997.0,0.0,3.0,0.0,7.0,Wee Pota,1,0,0,1,1,0,0,0,1,1,0
1182_03,F/237/P,23.0,60.0,1356.0,0.0,0.0,0.0,Ork Pota,1,0,0,1,1,0,0,0,1,1,0
1185_01,E/71/P,30.0,0.0,0.0,0.0,679.0,0.0,Alls Nutty,0,0,0,1,1,0,0,0,1,1,0
1186_01,G/183/S,0.0,0.0,0.0,0.0,0.0,0.0,Card Browlerson,1,1,0,0,1,0,0,0,1,1,0
1186_02,G/183/S,8.0,0.0,0.0,0.0,0.0,0.0,Elany Browlerson,0,1,0,0,1,0,0,0,1,1,0
1186_03,G/183/S,1.0,0.0,0.0,0.0,0.0,0.0,Harrie Browlerson,0,1,0,0,0,1,0,0,1,1,0
1186_04,F/227/S,48.0,0.0,33.0,654.0,0.0,113.0,Oraryn Browlerson,1,1,0,0,1,0,0,0,1,1,0
1186_05,G/183/S,12.0,0.0,0.0,0.0,0.0,0.0,Eriney Browlerson,0,1,0,0,1,0,0,0,1,1,0
1187_01,F/228/S,30.0,0.0,575.0,180.0,4.0,44.0,Erick Matts,0,1,0,0,1,0,0,0,1,1,0
1187_02,G/184/S,10.0,0.0,0.0,0.0,0.0,0.0,Hughan Matts,0,1,0,0,1,0,0,0,1,1,0
1187_03,G/184/S,11.0,0.0,0.0,0.0,0.0,0.0,Stace Matts,0,1,0,0,1,0,0,0,1,1,0
1188_01,C/46/P,58.0,204.0,4227.0,0.0,3026.0,61.0,Genubi Sorticbar,0,0,1,0,1,0,0,0,1,1,0
1190_01,E/72/P,52.0,0.0,243.0,464.0,71.0,8.0,Melica Carpennels,1,1,0,0,1,0,0,0,1,1,0
1191_01,F/229/S,36.0,0.0,0.0,0.0,0.0,1583.0,Annah Santry,0,1,0,0,1,0,0,0,1,1,0
1192_01,F/238/P,32.0,600.0,670.0,0.0,187.0,0.0,Ivaney Moodman,0,1,0,0,1,0,0,0,1,1,0
1193_01,B/50/S,16.0,0.0,0.0,0.0,0.0,0.0,Eleonon Presstic,1,0,1,0,0,1,0,0,1,1,0
1193_02,B/50/S,25.0,0.0,0.0,0.0,0.0,0.0,Solam Presstic,1,0,1,0,0,1,1,0,0,1,0
1195_01,F/239/P,28.0,2.0,558.0,0.0,0.0,0.0,Mael Lancis,1,1,0,0,1,0,1,0,0,1,0
1197_01,B/45/P,32.0,0.0,122.0,3700.0,337.0,1388.0,Wasatan Folhal,0,0,1,0,1,0,1,0,0,0,1
1198_01,,28.0,42.0,1116.0,0.0,0.0,0.0,Rinnab Tie,1,0,0,1,1,0,0,0,1,1,0
1199_01,E/73/P,16.0,0.0,0.0,752.0,0.0,235.0,Lillen Hubbarnett,0,1,0,0,1,0,0,0,1,1,0
1203_01,B/51/S,50.0,0.0,5473.0,0.0,703.0,6381.0,Celava Unrent,0,0,1,0,1,0,1,0,0,0,1
1206_01,F/241/P,20.0,71.0,8.0,513.0,354.0,0.0,Vana Powery,0,1,0,0,1,0,0,0,1,1,0
1208_01,G/178/P,23.0,0.0,0.0,6.0,30.0,200.0,Arllia Blainson,0,1,0,0,1,0,0,0,1,1,0
1210_01,G/179/P,45.0,0.0,0.0,0.0,0.0,0.0,Helean Brooker,1,1,0,0,0,1,0,0,1,1,0
1210_02,G/179/P,23.0,393.0,510.0,0.0,0.0,5.0,Done Brooker,0,1,0,0,1,0,0,0,1,1,0
1211_01,G/186/S,53.0,0.0,0.0,0.0,0.0,0.0,Andyn Alvasquez,0,1,0,0,0,1,0,1,0,1,0
1211_02,G/186/S,8.0,0.0,0.0,0.0,0.0,0.0,Curtle Alvasquez,0,1,0,0,0,1,0,0,1,1,0
1211_03,G/186/S,6.0,0.0,0.0,0.0,0.0,0.0,Bethy Pollarkeeks,1,1,0,0,0,1,0,0,1,1,0
1211_04,G/186/S,3.0,0.0,0.0,0.0,0.0,0.0,Erick Pollarkeeks,0,1,0,0,0,1,0,0,1,1,0
1211_05,F/232/S,13.0,1.0,212.0,843.0,78.0,10.0,Scotty Alvasquez,1,1,0,0,1,0,1,0,0,1,0
1211_06,G/186/S,60.0,0.0,0.0,0.0,0.0,0.0,Ianna Alvasquez,0,1,0,0,0,1,0,0,1,1,0
1211_07,G/186/S,1.0,0.0,0.0,0.0,0.0,0.0,Bretty Pollarkeeks,1,1,0,0,1,0,1,0,0,1,0
1212_01,G/180/P,40.0,0.0,1.0,195.0,560.0,0.0,Luise Vales,0,1,0,0,1,0,0,0,1,1,0
1213_01,F/242/P,51.0,0.0,0.0,800.0,0.0,4.0,Lison Mckinsond,1,1,0,0,1,0,0,0,1,1,0
1214_01,G/181/P,31.0,0.0,0.0,0.0,0.0,0.0,Elanie Fulloydez,1,1,0,0,0,1,1,0,0,1,0
1215_01,G/187/S,28.0,0.0,0.0,0.0,0.0,0.0,Kaye Huntt,1,1,0,0,0,1,0,0,1,1,0
1216_01,G/182/P,20.0,65.0,905.0,0.0,0.0,0.0,Iree Pentss,1,1,0,0,1,0,0,0,1,1,0
1218_01,F/243/P,14.0,0.0,0.0,0.0,2143.0,7.0,Karah Gilleranks,0,1,0,0,1,0,0,0,1,1,0
1220_01,E/76/P,23.0,0.0,592.0,0.0,345.0,810.0,Misamak Fanchy,0,0,1,0,1,0,0,0,1,1,0
1221_01,G/188/S,4.0,0.0,0.0,0.0,0.0,0.0,Wine Alfordonard,0,1,0,0,1,0,0,0,1,1,0
1221_02,E/87/S,20.0,0.0,0.0,0.0,1608.0,1.0,Tricky Alfordonard,0,1,0,0,1,0,0,0,1,1,0
1222_01,G/183/P,75.0,0.0,493.0,0.0,131.0,132.0,Evenna Hubert,0,1,0,0,1,0,0,0,1,1,0
1223_01,C/48/S,24.0,0.0,0.0,0.0,0.0,0.0,Terope Coweboded,1,0,1,0,0,1,1,0,0,1,0
1225_01,F/244/P,18.0,2.0,1311.0,60.0,28.0,1.0,Margia Morrodgers,1,1,0,0,1,0,0,0,1,1,0
1228_01,,21.0,0.0,0.0,0.0,0.0,0.0,Snich Purle,1,0,0,1,0,1,0,0,1,1,0
1228_02,E/89/S,59.0,142.0,0.0,907.0,0.0,0.0,Newtch Purle,1,0,0,1,1,0,0,0,1,1,0
1229_01,F/245/P,27.0,0.0,0.0,863.0,33.0,2.0,Nelsie Floydendley,1,1,0,0,1,0,0,0,1,1,0
1230_01,G/189/S,38.0,354.0,34.0,0.0,291.0,229.0,Catha Gainebergan,0,1,0,0,1,0,0,0,1,1,0
1231_01,E/77/P,41.0,0.0,0.0,0.0,0.0,0.0,Marms Emead,0,0,0,1,0,1,0,0,1,1,0
1232_01,C/49/S,36.0,0.0,0.0,0.0,0.0,0.0,Sarthim Geraing,1,0,1,0,0,1,0,0,1,1,0
1232_02,C/49/S,29.0,0.0,42.0,0.0,4651.0,661.0,Tope Geraing,0,0,1,0,1,0,1,0,0,1,0
1233_01,G/184/P,22.0,0.0,0.0,0.0,0.0,0.0,Aarone Burryerson,1,1,0,0,0,1,0,1,0,1,0
1234_01,F/236/S,23.0,0.0,0.0,1250.0,0.0,0.0,Derina Lambles,1,1,0,0,1,0,0,1,0,1,0
1235_01,F/237/S,32.0,27.0,393.0,1061.0,27.0,0.0,Lyn Scottuez,1,1,0,0,1,0,0,0,1,1,0
1236_01,F/246/P,21.0,614.0,43.0,0.0,1.0,0.0,Briany Lancock,0,1,0,0,1,0,1,0,0,1,0
1238_01,C/50/S,26.0,0.0,1026.0,3301.0,831.0,356.0,Merops Pronfraked,1,0,1,0,1,0,0,0,1,1,0
1238_02,B/53/S,61.0,0.0,0.0,0.0,0.0,0.0,,1,0,1,0,0,1,0,0,1,1,0
1239_01,E/78/P,30.0,585.0,13.0,122.0,40.0,105.0,Guye Klindsey,1,1,0,0,1,0,0,1,0,1,0
1240_01,F/238/S,40.0,889.0,185.0,0.0,0.0,28.0,Nelsie Bookson,1,1,0,0,1,0,0,0,1,1,0
1242_01,C/48/P,37.0,0.0,4677.0,0.0,115.0,223.0,Antonon Clugeadry,1,0,1,0,1,0,1,0,0,1,0
1243_01,A/9/P,41.0,0.0,4224.0,0.0,1374.0,1281.0,Tautrix Drivery,0,0,1,0,1,0,0,0,1,1,0
1243_02,A/9/P,32.0,8168.0,69.0,11.0,371.0,0.0,Geno Oderient,0,0,1,0,1,0,0,0,1,1,0
1246_01,G/185/P,30.0,0.0,192.0,0.0,565.0,0.0,Valey Schmondez,0,1,0,0,1,0,0,0,1,1,0
1248_01,F/239/S,27.0,0.0,0.0,0.0,0.0,0.0,Landa Ewiseston,1,1,0,0,1,0,0,1,0,1,0
1250_01,F/240/S,22.0,0.0,17.0,0.0,61.0,567.0,Dony Torrez,0,1,0,0,1,0,0,0,1,1,0
1254_01,D/44/S,54.0,704.0,0.0,431.0,0.0,47.0,Cupers Breke,0,0,0,1,1,0,0,0,1,1,0
1254_02,F/241/S,27.0,4.0,0.0,896.0,229.0,0.0,Babix Breke,0,0,0,1,1,0,0,0,1,1,0
1255_01,F/242/S,52.0,0.0,0.0,0.0,0.0,0.0,Shres Potte,1,0,0,1,0,1,0,0,1,1,0
1255_02,F/242/S,15.0,0.0,0.0,0.0,0.0,0.0,Razzle Potte,1,0,0,1,0,1,0,0,1,1,0
1256_01,E/92/S,27.0,1277.0,0.0,1.0,10.0,9.0,Hary Erpie,0,0,0,1,1,0,0,0,1,1,0
1258_01,A/10/P,30.0,0.0,3628.0,289.0,1737.0,4987.0,Tauva Cowsearney,0,0,1,0,1,0,1,0,0,1,0
1259_01,F/243/S,19.0,0.0,0.0,619.0,0.0,142.0,Eulahy Mcguirez,0,1,0,0,1,0,0,0,1,1,0
1260_01,G/186/P,22.0,0.0,0.0,0.0,0.0,0.0,Glena Scotterkins,1,1,0,0,0,1,0,1,0,1,0
1261_01,C/49/P,43.0,1365.0,3106.0,0.0,50.0,2313.0,Brafirk Healted,0,0,1,0,1,0,1,0,0,1,0
1263_01,F/244/S,25.0,1084.0,1.0,66.0,0.0,5.0,Batses Vloaf,0,0,0,1,1,0,0,0,1,1,0
1264_01,E/79/P,51.0,0.0,1.0,0.0,51.0,945.0,Franda Roberrenn,0,1,0,0,1,0,0,0,1,1,0
1267_01,G/191/S,34.0,0.0,0.0,0.0,0.0,0.0,Hencey Jacostaffey,1,1,0,0,0,1,0,1,0,1,0
1269_01,E/80/P,21.0,2066.0,0.0,15.0,0.0,1.0,Gorn Pane,0,0,0,1,1,0,0,0,1,1,0
1271_01,G/189/P,21.0,0.0,0.0,0.0,0.0,0.0,Melara Hubbarrison,0,1,0,0,0,1,0,1,0,1,0
1273_01,F/246/S,23.0,0.0,0.0,0.0,759.0,0.0,Teremy Cruzaley,0,1,0,0,1,0,0,0,1,1,0
1274_01,F/254/P,38.0,0.0,0.0,591.0,40.0,173.0,Claine Willangsey,0,1,0,0,1,0,1,0,0,1,0
1278_01,G/190/P,30.0,0.0,0.0,0.0,0.0,0.0,Ren Howayery,0,1,0,0,0,1,0,0,1,1,0
1279_01,C/50/P,31.0,0.0,0.0,0.0,0.0,0.0,Sadark Dynigic,1,0,1,0,0,1,1,0,0,1,0
1280_01,F/257/P,44.0,0.0,178.0,482.0,0.0,0.0,Antone Leton,1,1,0,0,1,0,0,1,0,1,0
1281_01,G/193/S,14.0,0.0,0.0,0.0,0.0,0.0,Andice Tranciams,0,1,0,0,0,1,0,0,1,1,0
1282_01,G/191/P,18.0,0.0,0.0,0.0,0.0,0.0,Dony Handertiz,0,1,0,0,0,1,0,1,0,1,0
1283_01,G/194/S,19.0,6.0,0.0,1.0,714.0,0.0,Enrie Burchanez,0,1,0,0,1,0,0,0,1,1,0
1284_01,F/247/S,24.0,0.0,0.0,0.0,0.0,0.0,Hal Knité,1,0,0,1,0,1,0,0,1,1,0
1285_01,F/258/P,36.0,286.0,415.0,16.0,0.0,0.0,Ricia Weaverays,0,1,0,0,1,0,1,0,0,1,0
1286_01,F/248/S,10.0,0.0,0.0,0.0,0.0,0.0,Jackix Fache,1,0,0,1,0,1,0,0,1,1,0
1287_01,F/259/P,1.0,0.0,0.0,0.0,0.0,0.0,Wilves Pimne,1,0,0,1,0,1,0,0,1,1,0
1287_02,F/259/P,4.0,0.0,0.0,0.0,0.0,0.0,,1,0,0,1,0,1,1,0,0,1,0
1287_03,F/259/P,21.0,733.0,0.0,1084.0,1.0,43.0,Diles Pimne,0,0,0,1,1,0,0,0,1,1,0
1288_01,G/192/P,24.0,621.0,0.0,0.0,0.0,0.0,Nance Flemaney,0,1,0,0,1,0,0,0,1,1,0
1289_01,G/195/S,8.0,0.0,0.0,0.0,0.0,0.0,Idace Fultz,0,1,0,0,1,0,0,0,1,1,0
1289_02,G/195/S,18.0,789.0,0.0,2.0,0.0,19.0,Chelsa Fultz,0,1,0,0,1,0,0,0,1,1,0
1291_01,F/260/P,33.0,1758.0,59.0,4.0,0.0,0.0,Sceres Ponie,0,0,0,1,1,0,0,0,1,1,0
1292_01,B/55/S,31.0,0.0,27723.0,3.0,202.0,3146.0,Scharab Conale,1,0,1,0,1,0,1,0,0,0,1
1292_02,B/55/S,43.0,105.0,368.0,268.0,842.0,13.0,Izarino Conale,1,0,1,0,1,0,0,0,1,1,0
1293_01,F/261/P,20.0,213.0,0.0,0.0,0.0,584.0,Elany Bertsontry,0,1,0,0,1,0,0,0,1,1,0
1294_01,A/14/S,28.0,0.0,0.0,0.0,0.0,0.0,Aldhib Gulcepusy,1,0,1,0,0,1,0,0,1,1,0
1294_02,A/14/S,30.0,0.0,0.0,0.0,0.0,0.0,Chamak Plegred,1,0,1,0,0,1,0,1,0,1,0
1294_03,A/14/S,28.0,0.0,0.0,0.0,0.0,0.0,Dscheat Gulcepusy,0,0,1,0,1,0,0,0,1,0,1
1295_01,,19.0,68.0,0.0,0.0,719.0,0.0,Nica Vaught,0,1,0,0,1,0,0,0,1,1,0
1299_01,F/250/S,22.0,0.0,0.0,675.0,5.0,0.0,Naomin Moodsey,1,1,0,0,1,0,0,0,1,1,0
1300_01,F/251/S,27.0,1.0,299.0,1.0,380.0,13.0,Loria Robins,0,1,0,0,1,0,1,0,0,1,0
1302_01,D/45/S,22.0,218.0,50.0,4817.0,146.0,256.0,Beah Erry,1,0,0,1,1,0,1,0,0,1,0
1304_01,E/82/P,2.0,0.0,0.0,0.0,0.0,0.0,Lyde Quinnedy,1,1,0,0,0,1,1,0,0,1,0
1304_02,E/82/P,4.0,0.0,0.0,0.0,0.0,0.0,Mamina Carrishley,0,1,0,0,1,0,0,0,1,1,0
1304_03,E/82/P,10.0,0.0,0.0,0.0,0.0,0.0,Winia Quinnedy,0,1,0,0,1,0,0,0,1,1,0
1304_04,E/82/P,9.0,0.0,0.0,0.0,0.0,0.0,Sethew Powenoble,1,1,0,0,1,0,0,0,1,1,0
1304_05,E/82/P,37.0,0.0,0.0,0.0,0.0,0.0,Moniey Powenoble,0,1,0,0,0,1,0,0,1,1,0
1304_06,E/82/P,2.0,0.0,0.0,0.0,0.0,0.0,Margia Powenoble,1,1,0,0,1,0,0,1,0,1,0
1306_01,B/56/S,44.0,0.0,3863.0,1.0,1010.0,514.0,Zaurah Irintious,1,0,1,0,1,0,0,0,1,1,0
1306_02,B/56/S,11.0,0.0,0.0,0.0,0.0,0.0,Alsham Irintious,1,0,1,0,1,0,1,0,0,1,0
1307_01,G/193/P,22.0,0.0,0.0,0.0,0.0,0.0,Andrey Norrison,0,1,0,0,0,1,0,0,1,1,0
1308_01,,40.0,0.0,0.0,0.0,0.0,0.0,Diram Plegred,1,0,1,0,0,1,1,0,0,1,0
1308_02,E/94/S,30.0,278.0,3300.0,0.0,8145.0,2519.0,Tachba Plegred,0,0,1,0,1,0,1,0,0,1,0
1308_03,E/94/S,37.0,0.0,439.0,0.0,3198.0,6.0,Grafi Plegred,0,0,1,0,1,0,1,0,0,1,0
1308_04,E/94/S,26.0,0.0,0.0,0.0,0.0,0.0,Medib Plegred,1,0,1,0,0,1,1,0,0,1,0
1309_01,F/264/P,19.0,0.0,4.0,109.0,0.0,671.0,Regana Gordond,1,1,0,0,1,0,0,0,1,1,0
1310_01,C/52/S,57.0,0.0,987.0,1.0,4948.0,53.0,Kitauon Coillery,0,0,1,0,1,0,0,0,1,1,0
1311_01,F/265/P,1.0,0.0,0.0,0.0,0.0,0.0,Pios Make,1,0,0,1,1,0,0,0,1,1,0
1311_02,F/265/P,17.0,948.0,47.0,292.0,0.0,0.0,Wale Make,0,0,0,1,1,0,0,0,1,1,0
1311_03,D/43/P,26.0,1946.0,4.0,4.0,0.0,623.0,Muld Make,0,0,0,1,1,0,0,0,1,1,0
1312_01,G/194/P,21.0,0.0,0.0,0.0,0.0,0.0,Darley Blandez,1,1,0,0,0,1,1,0,0,1,0
1316_01,E/95/S,28.0,0.0,0.0,0.0,0.0,0.0,Sadrus Quelfly,1,0,1,0,0,1,0,0,1,1,0
1316_02,E/95/S,36.0,0.0,847.0,0.0,4664.0,89.0,Arion Quelfly,0,0,1,0,1,0,1,0,0,1,0
1317_01,F/266/P,25.0,2508.0,0.0,23.0,0.0,67.0,Ton Tité,0,0,0,1,1,0,0,0,1,1,0
1322_01,G/196/P,40.0,0.0,0.0,0.0,0.0,0.0,Tonnie Masquez,1,1,0,0,0,1,0,0,1,1,0
1323_01,F/267/P,23.0,0.0,0.0,0.0,0.0,0.0,Jilla Gamberson,1,1,0,0,0,1,1,0,0,1,0
1324_01,G/199/S,2.0,0.0,0.0,0.0,0.0,0.0,Carona Gilleyons,0,1,0,0,0,1,1,0,0,1,0
1324_02,G/199/S,10.0,0.0,0.0,0.0,0.0,0.0,Wen Gilleyons,0,1,0,0,1,0,1,0,0,1,0
1324_03,G/199/S,43.0,0.0,0.0,0.0,0.0,0.0,Lewise Gilleyons,1,1,0,0,0,1,0,0,1,1,0
1325_01,E/97/S,0.0,0.0,0.0,0.0,0.0,0.0,Jimen Barbes,1,1,0,0,0,1,0,0,1,1,0
1325_02,E/97/S,24.0,70.0,160.0,340.0,0.0,336.0,Wilmay Barbes,0,1,0,0,1,0,0,0,1,1,0
1325_03,E/97/S,42.0,0.0,0.0,0.0,0.0,0.0,Lilasa Barbes,1,1,0,0,0,1,0,0,1,1,0
1326_01,F/257/S,30.0,1450.0,0.0,0.0,0.0,1147.0,Wales Gelte,0,0,0,1,1,0,0,0,1,1,0
1326_02,F/257/S,19.0,1507.0,0.0,260.0,0.0,0.0,Stote Gelte,0,0,0,1,1,0,0,0,1,1,0
1328_01,G/198/P,26.0,0.0,0.0,0.0,0.0,0.0,Joandy Rigginsen,0,1,0,0,0,1,0,0,1,1,0
1330_01,D/46/S,47.0,405.0,0.0,193.0,458.0,0.0,Sts Mare,0,0,0,1,1,0,0,0,1,1,0
1330_02,D/46/S,28.0,120.0,8.0,1128.0,1.0,7.0,Hocops Datty,1,0,0,1,1,0,0,0,1,1,0
1331_01,G/200/S,24.0,0.0,0.0,0.0,0.0,0.0,Cathya Alshipson,1,1,0,0,0,1,0,1,0,1,0
1332_01,E/98/S,29.0,28.0,0.0,561.0,203.0,0.0,Kayd Hurchez,0,1,0,0,1,0,0,0,1,1,0
1333_01,F/269/P,32.0,0.0,486.0,0.0,229.0,26.0,Elindy Fryes,0,1,0,0,1,0,0,1,0,1,0
1335_01,G/199/P,44.0,0.0,0.0,0.0,0.0,0.0,Shan Moodsey,0,1,0,0,0,1,0,0,1,1,0
1336_01,G/201/S,17.0,0.0,0.0,0.0,0.0,0.0,,1,1,0,0,0,1,0,0,1,1,0
1337_01,F/258/S,35.0,775.0,14.0,0.0,610.0,4.0,Brank Shermann,0,1,0,0,1,0,1,0,0,1,0
1340_01,G/203/S,23.0,0.0,0.0,0.0,0.0,0.0,Pamiea Harrenoldez,0,1,0,0,0,1,0,0,1,1,0
1342_01,G/200/P,34.0,0.0,118.0,5.0,0.0,761.0,Darry Mayder,0,1,0,0,1,0,0,0,1,1,0
1345_01,F/260/S,25.0,1174.0,0.0,18.0,721.0,0.0,Mistie Flowensley,0,1,0,0,1,0,0,0,1,1,0
1347_01,F/271/P,67.0,0.0,761.0,0.0,1.0,0.0,Karah Horners,1,1,0,0,1,0,0,0,1,1,0
1348_01,B/57/S,22.0,0.0,1531.0,0.0,369.0,2969.0,Batan Balightal,0,0,1,0,1,0,0,0,1,1,0
